id,type,a,b,c,d,e
0859,axial,6,2,1,9,-
0860,axial,1,2,2,4,-
0861,axial,6,6,9,4,-
0862,axial,4,4,2,2,2
0863,axial,1,5,0,9,-
0864,axial,8,1,1,-1,-
0865,axial,8,1,0,2,-
0866,axial,1,0,0,4,1
0867,axial,2,0,5,3,1
0868,axial,2,2,5,7,4
0869,axial,3,4,0,2,1
0870,axial,1,5,-1,8,-
0871,axial,8,-,-,-,-
0872,axial,5,4,-2,-,-
0873,axial,8,9,-2,-,-
0874,axial,2,3,2,0,4
0875,axial,4,7,2,-1,-
0876,axial,8,6,5,4,-
0877,axial,2,3,3,1,-
0878,axial,1,2,7,1,-
0879,axial,3,6,0,1,2
0880,axial,5,1,-1,-2,-
0881,axial,1,5,4,1,1
0882,axial,1,0,7,2,1
0883,axial,9,5,1,0,-
0884,axial,-2,8,-,-,-
0885,axial,3,2,2,1,-
0886,axial,1,0,4,4,3
0887,axial,1,6,-1,4,2
0888,axial,5,7,6,4,2
0889,axial,8,-,-,-,-
0890,axial,1,1,9,4,-
0891,axial,4,0,0,2,-
0892,axial,1,7,0,4,1
0893,axial,4,0,2,3,1
0894,axial,1,-,-,-,-
0895,axial,8,8,-,-,-
0896,axial,8,8,-,-,-
0897,axial,1,2,1,4,2
0898,axial,9,-2,1,9,1
0899,axial,1,0,1,1,-
0900,axial,7,1,5,4,2
0901,axial,5,1,0,4,-
0902,axial,1,2,2,4,-
0903,axial,3,6,4,4,-
0904,axial,7,1,0,1,-
0905,axial,2,4,4,4,-
0906,axial,1,1,1,2,-
0907,axial,2,0,1,8,-
0908,axial,1,2,1,1,-1
0909,axial,0,3,3,2,-
0910,axial,8,1,6,3,-
0911,axial,1,0,0,2,2
0912,axial,2,2,4,4,-
0913,axial,3,9,5,4,-
0914,axial,6,8,-2,9,1
0915,axial,6,8,2,4,-
0916,axial,1,2,4,0,2
0917,smd,-,-,-,-,-
0918,axial,1,7,2,1,2
0919,axial,7,7,0,1,-
0920,axial,2,4,5,9,-
0921,axial,1,1,1,2,1
0922,axial,2,4,4,-2,-
0923,axial,2,5,4,1,-
0924,axial,1,-2,1,1,-
0925,axial,8,8,-,-,-
0926,axial,7,7,-1,2,-
0927,axial,9,8,-,-,-
0928,smd,-,-,-,-,-
0929,axial,5,9,1,2,-
0930,axial,7,8,8,8,2
0931,axial,2,0,1,1,-
0932,axial,1,6,5,4,2
0933,axial,2,1,1,1,-
0934,axial,1,5,4,2,2
0935,axial,6,6,9,6,-
0936,axial,1,-2,1,-,-
0937,axial,4,0,2,1,1
0938,axial,4,7,3,-,-
0939,axial,6,1,4,-1,2
0940,axial,1,4,5,1,2
0941,axial,1,1,5,6,6
0942,axial,8,8,-1,1,-
0943,axial,1,3,0,4,-
0944,axial,3,2,0,2,-
0945,axial,1,1,3,1,-
0946,axial,1,8,1,-1,-
0947,axial,1,2,3,4,-
0948,axial,8,8,8,1,1
0949,axial,1,7,4,1,-
0950,axial,1,0,3,-1,-
0951,axial,5,6,-1,8,-
0952,axial,1,1,2,-1,2
0953,axial,3,3,5,4,-
0954,axial,5,6,2,9,-
0955,axial,1,1,2,4,-
0956,axial,8,8,-2,4,8
0957,smd,-,-,-,-,-
0958,axial,8,8,8,-,-
0959,axial,5,4,3,1,-
0960,axial,4,1,3,4,-
0961,axial,2,7,7,2,-
0962,axial,4,7,8,0,-
0963,axial,7,5,5,4,-
0964,axial,1,1,9,1,-
0965,axial,1,3,7,4,2
0966,axial,-2,7,4,1,-
0967,axial,1,2,2,1,-
0968,axial,8,-2,-2,-,-
0969,axial,5,1,5,9,-
0970,axial,4,7,1,-1,-
0971,axial,1,5,3,-2,-
0972,axial,1,8,1,1,-
0973,axial,2,2,0,4,-
0974,axial,1,4,7,1,1
0975,axial,2,5,5,2,-
0976,axial,2,0,4,-1,-
0977,axial,0,5,5,2,-
0978,axial,1,3,0,3,2
0979,axial,9,1,-2,8,1
0980,axial,4,0,2,1,1
0981,axial,4,1,1,1,-
0982,axial,8,8,-,-,-
0983,axial,2,2,0,0,1
0984,axial,1,1,0,3,1
0985,axial,2,7,4,0,1
0986,axial,1,2,4,-,-
0987,axial,-2,-2,-,-,-
0988,axial,4,1,5,-1,-
0989,axial,2,3,3,1,-
0990,axial,8,1,8,8,1
0991,axial,1,4,7,4,1
0992,axial,1,0,5,4,2
0993,axial,1,2,4,-,-
0994,axial,1,3,0,1,2
0995,axial,1,2,4,9,-
0996,axial,1,2,1,8,-
0997,axial,1,6,5,0,-
0998,axial,3,2,4,1,-
0999,axial,6,8,4,8,9
1000,axial,9,1,1,4,-
1001,axial,6,2,0,0,2
1002,axial,1,0,4,1,-
1003,axial,8,1,8,1,-
1004,axial,1,7,1,8,-
1005,axial,1,0,1,2,1
1006,axial,9,-1,5,1,-
1007,axial,8,1,8,8,6
1008,axial,0,5,5,1,-
1009,axial,0,6,6,1,-
1010,axial,1,7,2,1,-
1011,axial,-2,9,-,-,-
1012,smd,-,-,-,-,-
1013,axial,3,7,4,2,1
1014,axial,7,7,9,-2,-
1015,axial,6,1,2,2,-
1016,axial,8,2,2,4,-
1017,axial,7,2,1,-1,-
1018,axial,9,8,8,-,-
1019,smd,-,-,-,-,-
1020,axial,1,-,-,-,-
1021,axial,1,1,1,1,-
1022,axial,1,5,1,-1,-
1023,axial,1,9,1,9,8
1024,axial,8,-,-,-,-
1025,axial,8,6,9,8,9
1026,axial,1,0,5,-1,-
1027,axial,7,5,1,4,-
1028,axial,1,2,3,-1,-
1029,axial,2,0,2,4,4
1030,axial,1,4,7,0,2
1031,axial,1,1,2,8,-
1032,axial,2,4,1,9,-
1033,axial,4,3,2,6,-
1034,axial,4,8,7,1,-
1035,axial,8,8,-,-,-
1036,axial,4,8,5,1,-
1037,axial,2,7,1,4,-
1038,axial,1,9,9,-2,2
1039,axial,1,6,4,-2,-
1040,smd,-,-,-,-,-
1041,axial,8,9,8,8,-
1042,axial,4,2,2,2,-
1043,axial,7,7,4,1,-
1044,axial,8,8,-,-,-
1045,axial,4,3,4,-2,-
1046,axial,2,2,9,4,-
1047,axial,7,6,0,1,-
1048,axial,3,3,0,3,2
1049,axial,8,8,-,-,-
1050,smd,-,-,-,-,-
1051,axial,4,0,7,4,-
1052,smd,-,-,-,-,-
1053,axial,1,1,3,4,2
1054,axial,8,8,-,-,-
1055,axial,1,4,5,7,4
1056,axial,2,0,4,2,-
1057,axial,2,4,0,-1,-
1058,axial,4,4,9,4,-
1059,axial,1,2,2,1,-
1060,axial,1,-,-,-,-
1061,axial,1,1,5,-1,-
1062,axial,1,6,4,1,-
1063,axial,7,1,1,1,-
1064,axial,9,-2,9,-2,-
1065,axial,3,5,7,2,2
1066,axial,4,4,6,1,-
1067,smd,-,-,-,-,-
1068,axial,7,2,1,-1,-1
1069,axial,0,3,3,2,-
1070,axial,2,0,6,7,5
1071,smd,-,-,-,-,-
1072,axial,1,2,4,4,-
1073,axial,1,1,5,0,1
1074,axial,2,4,0,9,-
1075,axial,1,1,-2,4,-
1076,axial,2,0,2,4,-
1077,axial,4,7,0,4,2
1078,axial,8,7,4,2,-
1079,axial,5,9,4,2,-
1080,axial,1,1,4,1,-
1081,axial,4,7,4,-1,1
1082,axial,6,2,1,9,-
1083,axial,0,2,6,4,2
1084,axial,2,2,2,4,-
1085,axial,2,2,2,2,-
1086,axial,3,3,0,0,1
1087,axial,1,-2,-,-,-
1088,axial,4,7,0,4,2
1089,axial,2,1,5,2,2
1090,axial,0,5,1,2,1
1091,axial,5,4,0,2,-
1092,axial,6,8,4,4,-
1093,axial,1,8,1,-,-
1094,axial,8,8,-,-,-
1095,axial,3,6,0,1,2
1096,axial,6,9,-1,2,-
1097,axial,1,5,1,-1,-
1098,axial,1,-,-,-,-
1099,smd,-,-,-,-,-
1100,smd,-,-,-,-,-
1101,axial,1,2,4,2,-
1102,axial,4,2,5,1,-
1103,axial,1,8,1,9,9
1104,axial,1,6,0,1,1
1105,axial,8,1,4,0,-
1106,axial,5,5,9,8,9
1107,axial,6,9,4,1,-
1108,axial,3,9,4,8,9
1109,axial,2,1,0,0,2
1110,axial,6,1,3,2,-
1111,axial,7,6,2,5,-
1112,axial,-2,6,9,8,6
1113,axial,9,5,5,4,-
1114,axial,1,1,1,1,-
1115,axial,1,8,1,9,-
1116,axial,6,6,6,6,6
1117,axial,7,7,4,1,-
1118,axial,3,0,2,4,-
1119,axial,1,4,8,4,-
1120,axial,8,9,0,1,9
1121,axial,8,9,-2,-,-
1122,axial,3,4,3,6,3
1123,axial,6,3,4,4,3
1124,axial,8,1,8,-2,2
1125,axial,6,8,4,8,-
1126,axial,2,4,0,1,2
1127,smd,-,-,-,-,-
1128,axial,8,8,-,-,-
1129,axial,9,8,4,1,9
1130,axial,1,-2,1,1,-
1131,axial,5,6,4,4,-
1132,axial,1,9,1,-2,-
1133,axial,1,6,4,-1,-
1134,axial,3,0,3,2,-
1135,axial,2,3,3,1,-
1136,axial,1,-,-,-,-
1137,axial,3,6,5,4,2
1138,axial,2,2,3,4,-
1139,axial,5,6,2,4,1
1140,axial,1,8,4,4,-
1141,axial,4,0,2,0,2
1142,axial,1,1,4,8,-
1143,axial,2,1,0,4,1
1144,axial,1,-,-,-,-
1145,axial,0,2,2,1,-
1146,axial,8,-,-,-,-
1147,smd,-,-,-,-,-
1148,axial,9,2,0,4,-
1149,axial,4,1,2,-1,2
1150,smd,-,-,-,-,-
1151,axial,4,6,4,-1,2
1152,axial,8,-,-,-,-
1153,axial,3,3,4,-2,-
1154,axial,1,4,8,4,-
1155,axial,8,8,8,-2,9
1156,axial,1,1,1,1,-
1157,axial,2,4,6,1,-
1158,axial,2,-2,8,9,2
1159,axial,1,3,7,0,2
1160,axial,4,4,2,2,2
1161,smd,-,-,-,-,-
1162,axial,-2,-,-,-,-
1163,axial,1,7,4,1,-
1164,axial,2,7,0,-1,2
1165,axial,4,1,2,1,2
1166,axial,2,1,5,3,1
1167,axial,1,4,0,4,2
1168,axial,8,6,8,3,-2
1169,axial,1,0,0,2,-
1170,axial,7,4,3,2,-
1171,axial,1,1,-2,-1,-
1172,axial,1,-2,2,4,-
1173,axial,1,7,4,1,-
1174,axial,4,2,2,-1,1
1175,axial,1,2,4,1,-
1176,axial,5,1,4,4,-
1177,axial,1,6,1,-2,-
1178,axial,1,4,7,4,2
1179,axial,9,-,-,-,-
1180,axial,8,3,9,2,9
1181,axial,1,6,4,4,-
1182,axial,4,7,0,1,-
1183,axial,-2,-,-,-,-
1184,axial,1,5,1,4,-
1185,smd,-,-,-,-,-
1186,axial,2,7,0,2,1
1187,axial,4,4,9,8,9
1188,axial,4,3,0,4,2
1189,axial,1,-,-,-,-
1190,axial,8,8,8,9,1
1191,axial,-2,-2,-,-,-
1192,axial,9,-,-,-,-
1193,axial,1,-,-,-,-
1194,axial,8,0,-1,-1,-
1195,axial,2,4,-1,1,-
1196,axial,8,9,8,-,-
1197,axial,6,8,5,-,-
1198,axial,1,4,0,1,-
1199,axial,2,0,0,2,-
1200,axial,2,3,4,7,7
1201,axial,2,0,0,4,2
1202,axial,4,5,5,2,-
1203,axial,2,0,3,4,-
1204,axial,-2,-,-,-,-
1205,axial,8,8,-,-,-
1206,axial,8,9,6,9,6
1207,axial,4,4,-2,4,-
1208,axial,2,3,7,4,1
1209,axial,8,8,8,8,-
1210,axial,4,7,5,1,1
1211,axial,8,-,-,-,-
1212,axial,3,0,2,8,-
1213,axial,0,2,2,1,-
1214,axial,8,-,-,-,-
1215,axial,4,7,0,-,-
1216,axial,5,1,9,-,-
1217,axial,3,3,0,4,-
1218,axial,5,6,5,9,-
1219,axial,1,0,0,2,-
1220,axial,6,2,2,9,-
1221,axial,3,4,8,4,-
1222,axial,1,5,5,-2,-
1223,axial,8,9,-2,-2,-
1224,axial,6,1,0,1,-
1225,axial,1,4,0,3,3
1226,axial,9,2,8,1,9
1227,axial,1,1,3,4,-
1228,axial,0,2,2,2,-
1229,axial,8,6,0,4,-
1230,axial,1,1,-1,-1,-
1231,axial,1,0,0,-1,-
1232,axial,2,5,5,4,1
1233,axial,0,1,1,1,-
1234,axial,1,2,2,1,2
1235,axial,8,-1,4,5,2
1236,axial,5,1,1,0,1
1237,axial,6,6,-2,1,-
1238,axial,6,2,4,-2,-
1239,axial,7,5,1,8,-
1240,axial,1,6,5,-2,-
1241,axial,0,1,1,2,-
1242,axial,4,4,4,1,-
1243,axial,2,0,0,2,-
1244,axial,6,6,5,0,2
1245,axial,1,8,1,1,-
1246,axial,8,-2,-,-,-
1247,axial,1,1,-2,-1,-
1248,axial,3,0,0,2,2
1249,axial,1,0,5,1,2
1250,axial,5,6,4,8,-
1251,axial,7,8,8,-2,1
1252,axial,8,-,-,-,-
1253,axial,1,5,4,4,-
1254,axial,1,-2,1,-,-
1255,axial,6,8,5,-1,-
1256,axial,1,0,1,-2,-
1257,axial,1,1,1,-2,-
1258,axial,3,3,3,1,-
1259,axial,1,1,9,1,-
1260,smd,-,-,-,-,-
1261,axial,9,1,4,-,-
1262,axial,-1,2,3,4,-
1263,axial,1,8,4,4,-
1264,axial,2,4,2,0,1
1265,axial,1,1,1,3,1
1266,smd,-,-,-,-,-
1267,axial,7,5,4,8,-
1268,axial,4,3,4,9,-
1269,axial,0,5,4,1,-
1270,axial,2,1,0,1,1
1271,axial,2,5,5,2,-
1272,axial,8,4,4,1,-
1273,axial,1,1,0,8,-
1274,axial,1,7,7,2,-
1275,axial,3,6,5,4,-
1276,axial,1,5,4,9,-
1277,axial,2,0,3,9,-
1278,axial,5,1,1,-1,-
1279,axial,1,9,1,-,-
1280,axial,4,3,5,8,-
1281,axial,3,0,2,-2,-
1282,smd,-,-,-,-,-
1283,axial,8,-2,-,-,-
1284,axial,7,5,0,4,-
1285,axial,1,2,3,1,-
1286,axial,2,1,5,2,1
1287,axial,5,6,4,4,-
1288,axial,2,4,0,4,-
1289,axial,5,6,0,1,1
1290,smd,-,-,-,-,-
1291,axial,4,5,3,3,1
1292,axial,5,6,4,-,-
1293,axial,2,0,0,-2,-
1294,axial,8,-2,-,-,-
1295,axial,8,9,8,-,-
1296,axial,1,-,-,-,-
1297,axial,5,1,4,8,-
1298,axial,5,5,9,4,-
1299,axial,2,7,4,4,2
1300,axial,8,9,8,5,1
1301,smd,-,-,-,-,-
1302,axial,1,1,-2,4,-
1303,axial,8,8,8,8,-
1304,axial,1,1,4,0,1
1305,axial,1,6,6,1,-
1306,axial,4,4,-2,2,-
1307,axial,8,8,8,1,2
1308,axial,1,4,-1,8,-
1309,axial,1,2,0,2,-
1310,axial,3,0,3,9,-
1311,axial,6,9,4,2,-
1312,axial,0,6,2,1,-
1313,axial,1,3,4,1,-
1314,axial,8,9,8,-,-
1315,axial,1,1,5,0,2
1316,axial,6,0,4,1,2
1317,axial,1,3,0,0,2
1318,axial,1,5,1,2,-
1319,axial,2,2,2,9,-
1320,axial,1,1,5,-1,-
1321,axial,1,1,0,2,-
1322,axial,2,7,0,0,2
1323,axial,2,0,0,9,-
1324,smd,-,-,-,-,-
1325,axial,2,4,1,-,-
1326,axial,1,8,-,-,-
1327,axial,0,2,2,1,-
1328,axial,6,1,1,2,1
1329,axial,8,8,8,-,-
1330,axial,9,8,9,1,1
1331,axial,4,8,5,1,-
1332,axial,2,2,6,1,1
1333,axial,5,1,0,1,1
1334,axial,3,0,1,3,1
1335,axial,0,7,4,1,-
1336,axial,1,0,7,4,2
1337,axial,9,1,3,1,-
1338,axial,2,0,0,1,-
1339,axial,5,1,-1,-,-
1340,axial,3,0,2,8,-
1341,axial,7,1,5,-1,1
1342,axial,-2,8,-,-,-
1343,axial,7,5,5,-,-
1344,axial,1,6,5,4,2
1345,axial,1,5,0,4,2
1346,axial,5,5,9,2,-
1347,axial,1,6,5,4,-
1348,axial,2,0,0,4,-
1349,axial,5,7,6,1,1
1350,axial,1,0,0,2,2
1351,axial,-2,5,5,-,-
1352,axial,3,0,1,-1,1
1353,axial,1,1,0,8,-
1354,axial,1,-2,-2,9,2
1355,axial,2,7,0,4,-
1356,axial,8,6,9,9,6
1357,axial,9,1,5,8,9
1358,axial,1,1,4,4,-
1359,axial,1,2,2,1,-
1360,axial,2,4,4,-1,-
1361,axial,1,-2,1,8,-
1362,axial,1,2,1,-1,2
1363,axial,4,7,2,4,-
1364,axial,5,6,2,0,2
1365,axial,2,4,2,8,-
1366,axial,1,4,-1,8,-
1367,axial,1,-,-,-,-
1368,axial,8,6,8,4,-2
1369,axial,1,0,4,2,-
1370,axial,4,-1,5,6,-
1371,axial,5,1,4,-2,-
1372,axial,1,7,5,0,2
1373,axial,2,5,4,1,-
1374,axial,-2,7,3,2,-
1375,axial,4,7,2,-1,-
1376,axial,1,-,-,-,-
1377,axial,1,0,4,1,-
1378,axial,1,3,1,-2,-
1379,axial,1,1,3,1,-
1380,axial,1,-,-,-,-
1381,axial,1,1,1,1,1
1382,axial,1,1,-1,-1,-
1383,axial,4,7,0,4,1
1384,axial,-2,-2,9,8,4
1385,axial,8,9,-,-,-
1386,axial,-1,1,1,-2,-
1387,axial,7,7,1,2,-
1388,axial,4,-1,2,2,-
1389,axial,2,7,4,-2,-
1390,axial,7,8,2,1,-
1391,axial,1,0,1,1,-
1392,axial,9,-1,2,2,-
1393,axial,1,6,5,4,-
1394,axial,1,-2,1,-1,-
1395,axial,2,2,1,8,-
1396,axial,1,-2,4,1,-
1397,axial,-1,4,4,5,7
1398,axial,6,1,4,3,4
1399,axial,6,4,4,8,-
1400,axial,1,6,5,-,-
1401,axial,1,8,1,9,-
1402,axial,3,3,1,-2,-
1403,axial,6,1,0,1,-
1404,axial,5,1,-1,8,-
1405,axial,2,7,-1,2,-
1406,smd,-,-,-,-,-
1407,axial,5,7,6,-1,1
1408,axial,6,4,4,1,-
1409,axial,3,6,5,-1,-
1410,axial,1,1,9,9,-2
1411,axial,4,4,2,2,1
1412,axial,8,0,3,-,-
1413,axial,7,2,0,8,-
1414,smd,-,-,-,-,-
1415,axial,8,9,8,-,-
1416,axial,2,2,-2,1,-
1417,axial,6,6,5,0,2
1418,axial,8,1,2,9,9
1419,axial,4,0,2,4,2
1420,axial,1,5,4,4,1
1421,axial,1,4,0,3,4
1422,axial,1,5,0,4,-
1423,axial,8,-2,8,-,-
1424,axial,-2,9,8,1,0
1425,axial,1,4,4,1,-
1426,axial,4,5,3,3,-
1427,axial,5,1,3,-1,-
1428,axial,0,2,0,3,4
1429,axial,9,8,-2,1,1
1430,axial,2,4,4,1,-
1431,axial,6,2,5,9,-
1432,smd,-,-,-,-,-
1433,axial,2,2,4,-,-
1434,axial,3,0,1,4,-1
1435,axial,4,7,0,4,-
1436,axial,2,0,4,1,-
1437,axial,2,2,-2,4,-
1438,axial,1,1,9,8,-2
1439,axial,2,2,9,4,-
1440,axial,5,1,1,9,-
1441,axial,5,2,3,0,2
1442,axial,7,5,2,4,-
1443,axial,8,8,8,-,-
1444,axial,-2,8,-,-,-
1445,axial,6,2,0,9,-
1446,axial,5,4,4,2,-
1447,axial,1,0,2,3,1
1448,axial,2,5,5,0,1
1449,axial,1,0,2,1,-
1450,axial,4,3,5,9,-
1451,axial,1,-2,0,-1,-
1452,axial,6,4,-1,1,-
1453,axial,3,6,0,-1,-
1454,axial,1,1,1,-,-
1455,axial,6,6,6,6,-
1456,axial,2,2,9,-,-
1457,axial,3,0,3,-2,-
1458,axial,7,6,1,1,-
1459,axial,2,4,4,9,-
1460,axial,1,1,3,1,1
1461,axial,4,7,7,1,-
1462,axial,3,4,2,2,-
1463,axial,1,1,1,1,-
1464,axial,6,2,5,-1,-
1465,smd,-,-,-,-,-
1466,axial,2,5,4,2,-
1467,axial,2,0,0,4,-
1468,axial,1,0,1,4,1
1469,axial,2,2,4,-1,2
1470,axial,5,1,1,1,-
1471,axial,-2,6,8,-,-
1472,axial,1,1,-2,4,-
1473,smd,-,-,-,-,-
1474,axial,3,3,9,4,-
1475,axial,6,2,2,8,-
1476,axial,3,0,3,8,-
1477,axial,3,0,3,9,-
1478,axial,1,1,1,-2,-
1479,axial,8,-,-,-,-
1480,axial,1,0,5,3,1
1481,axial,6,2,2,1,-
1482,axial,1,1,4,1,-
1483,axial,5,6,4,4,-
1484,axial,1,2,0,-,-
1485,axial,2,2,9,-2,9
1486,axial,8,5,3,3,-
1487,axial,1,1,8,4,-
1488,axial,3,3,0,-1,-
1489,axial,6,9,-2,8,2
1490,axial,1,2,4,8,-
1491,axial,4,8,5,1,-
1492,axial,1,0,4,1,-
1493,axial,7,5,4,4,-
1494,axial,9,8,9,6,-2
1495,axial,5,6,5,-1,-
1496,axial,8,8,8,8,-
1497,axial,3,0,4,2,-
1498,axial,1,9,1,9,-
1499,axial,8,1,9,1,-
1500,axial,1,2,1,2,1
1501,axial,1,6,4,9,-
1502,axial,6,6,5,1,1
1503,axial,4,3,6,1,-
1504,axial,0,1,1,2,-
1505,axial,2,4,6,3,5
1506,axial,1,0,0,2,-
1507,axial,2,4,4,2,-
1508,smd,-,-,-,-,-
1509,axial,1,7,1,1,-
1510,axial,1,3,5,6,7
1511,axial,8,8,-,-,-
1512,axial,2,0,0,3,2
1513,axial,-2,-,-,-,-
1514,axial,1,5,1,2,-
1515,axial,1,9,1,-,-
1516,axial,1,0,-1,8,-
1517,axial,4,3,1,-,-
1518,axial,3,6,3,4,-
1519,axial,1,3,2,-2,-
1520,axial,2,0,3,-,-
1521,axial,2,5,5,4,2
1522,axial,1,2,1,7,7
1523,axial,2,5,5,3,-
1524,axial,1,-2,9,8,3
1525,axial,4,2,2,2,1
1526,axial,2,7,3,2,-
1527,axial,1,1,6,1,3
1528,axial,1,5,-,-,-
1529,axial,4,3,4,9,-
1530,axial,7,5,5,9,-
1531,axial,9,9,9,8,-2
1532,axial,1,5,3,8,-
1533,axial,4,7,3,8,-
1534,axial,9,1,0,5,-
1535,axial,1,7,1,8,-
1536,axial,2,4,4,1,-
1537,axial,1,6,4,1,-
1538,axial,2,2,3,8,-
1539,smd,-,-,-,-,-
1540,axial,1,1,7,0,1
1541,axial,1,8,-,-,-
1542,axial,2,4,1,1,-
1543,axial,1,3,0,4,2
1544,axial,4,3,1,9,-
1545,axial,7,5,3,4,-
1546,axial,1,3,2,-,-
1547,axial,3,3,0,2,2
1548,axial,2,6,1,4,1
1549,axial,3,0,0,4,-1
1550,axial,0,6,3,2,-
1551,axial,6,2,0,3,1
1552,axial,1,3,3,4,-
1553,smd,-,-,-,-,-
1554,axial,1,8,1,8,-
1555,axial,0,0,9,2,-
1556,axial,7,5,0,0,2
1557,axial,1,-2,1,1,-
1558,axial,5,6,3,-2,-
1559,axial,3,6,0,4,-
1560,axial,7,2,4,-2,-
1561,axial,1,-,-,-,-
1562,axial,7,5,1,4,-
1563,axial,8,-,-,-,-
1564,axial,4,3,3,4,-
1565,axial,1,-,-,-,-
1566,axial,8,9,8,8,-
1567,axial,-2,9,-,-,-
1568,axial,3,6,4,9,-
1569,axial,8,9,8,1,7
1570,axial,3,6,4,-1,-
1571,axial,9,8,-2,-,-
1572,axial,6,2,-1,4,1
1573,axial,4,2,3,4,-
1574,axial,5,1,0,-1,1
1575,axial,8,-,-,-,-
1576,axial,8,8,8,8,-
1577,axial,4,5,3,2,2
1578,axial,-2,8,9,3,3
1579,axial,1,0,0,4,1
1580,axial,1,2,4,-,-
1581,axial,7,4,4,-2,1
1582,axial,1,-,-,-,-
1583,axial,-2,9,-2,-,-
1584,axial,1,3,6,2,2
1585,axial,8,1,-,-,-
1586,axial,1,1,9,1,-
1587,axial,5,4,4,2,-
1588,axial,6,6,6,6,-
1589,axial,6,8,6,6,-
1590,axial,6,2,2,4,-
1591,axial,-1,4,-2,4,-
1592,axial,7,1,5,3,1
1593,axial,8,1,8,1,-2
1594,axial,2,1,-1,6,2
1595,axial,1,1,1,1,-
1596,axial,1,2,1,-1,-
1597,axial,2,2,1,0,2
1598,axial,0,2,2,2,-
1599,axial,4,1,4,8,-
1600,axial,4,0,2,1,1
1601,axial,8,9,9,3,3
1602,smd,-,-,-,-,-
1603,axial,1,2,0,-1,-
1604,smd,-,-,-,-,-
1605,axial,4,7,0,1,1
1606,axial,2,2,2,1,-
1607,axial,9,1,4,-,-
1608,axial,7,2,2,8,-
1609,axial,1,1,0,1,-
1610,axial,2,0,5,1,1
1611,axial,-2,8,-,-,-
1612,axial,9,0,0,1,-
1613,axial,8,9,8,-,-
1614,axial,-2,-2,-,-,-
1615,axial,9,1,1,1,-
1616,axial,4,0,8,8,-
1617,axial,1,-2,5,-1,-
1618,axial,2,4,0,-2,-
1619,axial,3,3,3,9,-
1620,axial,8,9,8,9,8
1621,axial,4,-1,1,5,1
1622,axial,4,5,0,1,-
1623,axial,1,3,1,0,1
1624,axial,5,1,4,4,-
1625,axial,1,2,1,4,-
1626,axial,3,3,9,9,8
1627,axial,1,0,0,-2,-
1628,axial,4,3,2,2,1
1629,axial,1,2,0,6,1
1630,axial,2,2,2,-1,-
1631,axial,4,3,2,4,2
1632,axial,8,9,9,5,5
1633,axial,7,1,1,2,-
1634,axial,2,2,4,4,-
1635,axial,-2,-,-,-,-
1636,axial,1,6,3,3,2
1637,axial,3,3,5,4,-
1638,axial,1,1,4,-1,4
1639,axial,8,9,8,-,-
1640,axial,1,0,5,4,-
1641,axial,4,5,3,4,1
1642,axial,4,7,0,8,-
1643,axial,7,5,1,-1,-
1644,axial,5,3,6,4,1
1645,axial,5,7,6,4,1
1646,axial,1,8,1,5,-
1647,axial,7,3,2,2,2
1648,axial,-1,4,4,2,2
1649,axial,1,0,0,2,-
1650,axial,2,0,5,4,-
1651,axial,1,1,2,1,-
1652,axial,2,2,5,1,-
1653,axial,7,7,2,1,2
1654,axial,1,2,2,1,-
1655,axial,1,2,7,4,2
1656,axial,6,3,4,0,1
1657,axial,4,3,5,4,-
1658,axial,1,-2,-,-,-
1659,axial,1,9,1,-,-
1660,axial,5,4,2,2,-
1661,axial,3,9,2,8,9
1662,axial,1,3,3,0,-
1663,axial,4,1,1,4,-1
1664,axial,1,7,3,2,-
1665,axial,1,2,2,7,1
1666,axial,8,-,-,-,-
1667,axial,1,0,2,4,-
1668,axial,5,6,0,4,-
1669,axial,8,2,4,5,-
1670,axial,1,0,8,-2,9
1671,axial,-2,9,-,-,-
1672,axial,7,1,5,2,1
1673,axial,1,4,7,0,1
1674,axial,2,4,0,9,-
1675,axial,4,1,2,3,2
1676,axial,8,2,4,-,-
1677,axial,1,6,7,0,-
1678,axial,5,1,3,4,-
1679,axial,1,2,0,8,-
1680,axial,1,6,1,-,-
1681,axial,6,8,0,4,-
1682,axial,1,4,3,3,2
1683,axial,1,1,-2,-1,-
1684,axial,5,4,0,1,-
1685,axial,3,-1,4,-1,-
1686,axial,1,5,0,1,2
1687,axial,1,3,3,4,2
1688,axial,1,1,3,1,-
1689,axial,9,1,0,1,-
1690,axial,0,3,3,2,-
1691,axial,2,0,4,2,-
1692,axial,1,5,4,4,-
1693,axial,8,-,-,-,-
1694,axial,6,2,0,2,2
1695,axial,1,1,5,-2,-
1696,axial,3,0,1,2,1
1697,axial,1,1,7,2,1
1698,axial,2,0,5,1,2
1699,axial,8,1,1,1,-
1700,axial,8,-,-,-,-
1701,axial,2,4,0,1,-
1702,axial,1,5,4,1,2
1703,axial,6,2,3,-1,-
1704,axial,1,-2,-2,8,2
1705,axial,6,1,1,1,-
1706,axial,8,-,-,-,-
1707,axial,1,2,1,8,-
1708,axial,4,0,3,3,-
1709,axial,1,0,1,1,-
1710,axial,1,1,-2,4,-
1711,smd,-,-,-,-,-
1712,axial,5,7,0,-1,-
1713,axial,1,6,3,8,3
1714,axial,3,1,2,-1,-
1715,axial,1,0,0,1,2
1716,axial,3,2,4,0,1
1717,axial,1,9,5,4,-
1718,axial,8,8,1,7,8
